hf_model_path, abstract_algebra, anatomy, astronomy, business_ethics, clinical_knowledge, college_biology, college_chemistry, college_computer_science, college_mathematics, college_medicine, college_physics, computer_security, conceptual_physics, econometrics, electrical_engineering, elementary_mathematics, formal_logic, global_facts, high_school_biology, high_school_chemistry, high_school_computer_science, high_school_european_history, high_school_geography, high_school_government_and_politics, high_school_macroeconomics, high_school_mathematics, high_school_microeconomics, high_school_physics, high_school_psychology, high_school_statistics, high_school_us_history, high_school_world_history, human_aging, human_sexuality, international_law, jurisprudence, logical_fallacies, machine_learning, management, marketing, medical_genetics, miscellaneous, moral_disputes, moral_scenarios, nutrition, philosophy, prehistory, professional_accounting, professional_law, professional_medicine, professional_psychology, public_relations, security_studies, sociology, us_foreign_policy, virology, world_religions, avg
mistralai/Mistral-7B-Instruct-v0.1, 0.7519019764661788, 0.6949458235502243, 0.7152345794439315, 0.6595389521121979, 0.7120496112108231, 0.6814240282773971, 0.7392377054691315, 0.7064810162782669, 0.7468206810951233, 0.7225971525907516, 0.7696397238969803, 0.6717994117736816, 0.7131734347343445, 0.7441337019205093, 0.6913327419757843, 0.7774117010831832, 0.6991729825735092, 0.7708012962341309, 0.6929684799909591, 0.7463219189643859, 0.7000825238227845, 0.691876911520958, 0.6488488519191742, 0.6690550941228867, 0.7162290740013123, 0.773051398396492, 0.7340552747249603, 0.7798539429903031, 0.6496580082178116, 0.7751704955101013, 0.5953064697980881, 0.6008404642343521, 0.6576869183778763, 0.6422000676393509, 0.6633395808935165, 0.6764202600717545, 0.6659589111804962, 0.7079761111736298, 0.6740305805206299, 0.5929457128047944, 0.6616308003664017, 0.5581965065002441, 0.7019417977333069, 0.7263097482919693, 0.6940793174505234, 0.7250337129831315, 0.7052976197004318, 0.6990283805131913, 0.7137672764062881, 0.7237551802396774, 0.7828452277183533, 0.6689494264125824, 0.7016480547189713, 0.6382040846347808, 0.615523294210434, 0.691022977232933, 0.5757519227266311, 0.6948168227965372
mistralai/Mathstral-7B-v0.1, 0.7164886146783829, 0.5480985647439957, 0.5441774100065231, 0.5176485735177994, 0.53134985268116, 0.4658174329996109, 0.6470314121246338, 0.626605863571167, 0.6995476031303406, 0.5200838059186935, 0.6788033729791642, 0.43475177586078645, 0.5857111638784409, 0.6295693182945251, 0.5621524649858475, 0.6852967238426209, 0.6104939466714859, 0.7153566640615463, 0.45032244026660917, 0.6270216083526612, 0.5143813222646714, 0.4907288086414337, 0.4726449584960937, 0.4453109097480774, 0.5535245126485825, 0.7048186534643173, 0.5306721091270447, 0.705019896030426, 0.38043830573558807, 0.6225693207979203, 0.44672423422336577, 0.44539148271083834, 0.5247753518819809, 0.5164472997188568, 0.4634307771921158, 0.5166790813207627, 0.4869142246246338, 0.6582214564085007, 0.49211653947830203, 0.3282022750377655, 0.4690799480676651, 0.39293037831783295, 0.5460908502340317, 0.7520610630512238, 0.5348864287137985, 0.6103775060176849, 0.5603357344865799, 0.6436999213695526, 0.6902466028928756, 0.6132365155220032, 0.6214056378602981, 0.5186049973964691, 0.6375635558366776, 0.4487536060810089, 0.4281579548120499, 0.5770428603887559, 0.4010686194896698, 0.5533488125027273
EleutherAI/llemma_7b, 0.7648714053630828, 0.7818766468763352, 0.7881852811574936, 0.7235917675495148, 0.7605181497335434, 0.7569162863492965, 0.7906379443407059, 0.7507291561365128, 0.7743540585041047, 0.7768821156024933, 0.7899011385440826, 0.7241948640346527, 0.7347297197580338, 0.7429727095365525, 0.7421935176849366, 0.799689639210701, 0.7190473467111588, 0.7820970773696899, 0.787056313753128, 0.7714154040813446, 0.737833913564682, 0.7474875801801681, 0.7602582275867462, 0.773810139298439, 0.7657641673088074, 0.7928618377447129, 0.756657378077507, 0.7951483178138733, 0.7649997574090958, 0.8088853442668915, 0.7425999164581298, 0.728832568526268, 0.7120008951425553, 0.7310374391078949, 0.7101936620473862, 0.7262166249752045, 0.733431693315506, 0.7249900370836257, 0.7772753399610519, 0.7437129551172257, 0.7174965471029282, 0.7133620780706406, 0.7141419190168381, 0.7234955775737762, 0.7464734357595444, 0.749880000948906, 0.7585768222808837, 0.7230776274204254, 0.7367434167861938, 0.7868223959207534, 0.7952225905656815, 0.7545445144176484, 0.8227167153358459, 0.7503657674789429, 0.7321399956941604, 0.7336404746770859, 0.7146271914243698, 0.7538453580308379
mistralai/Mistral-7B-Instruct-v0.1_quantized, 0.7525497561693192, 0.7001788657903671, 0.7251843935251236, 0.6723902899026871, 0.712695659995079, 0.6881809091567993, 0.7445959520339965, 0.7097422575950623, 0.7496299088001251, 0.7248006576299667, 0.76864391207695, 0.6844105625152588, 0.7158608102798462, 0.7446918737888336, 0.7053180581331253, 0.7754841625690461, 0.7011496818065643, 0.7666309052705764, 0.7006249582767486, 0.7512716126441955, 0.7042930048704147, 0.7005976957082748, 0.654082505106926, 0.6815621435642243, 0.7172085016965866, 0.772146863937378, 0.7370152062177658, 0.7793280625343323, 0.6664189493656159, 0.7759272837638855, 0.6126428228616715, 0.6177385956048965, 0.6629541605710983, 0.6587520283460617, 0.675225385427475, 0.6807042253017426, 0.6788586992025375, 0.712079246044159, 0.6851185429096222, 0.6056393980979919, 0.6661373871564865, 0.5765162229537963, 0.7061362773180008, 0.7314308845996856, 0.7020785826444625, 0.7321042531728744, 0.71309923350811, 0.7052785104513168, 0.7187246942520141, 0.7229555469751358, 0.7866443514823913, 0.6804325884580612, 0.724653468132019, 0.655088980793953, 0.6262252992391586, 0.6981561052799224, 0.5913804912567139, 0.7019187962590603
meta-llama/Meta-Llama-3-70B-Instruct, 0.5582160639762879, 0.2702606463432312, 0.2010445064306259, 0.2457464951276779, 0.22397199511528015, 0.13611665725708008, 0.4890263944864273, 0.3920302492380142, 0.560338739156723, 0.24807024478912354, 0.46918160378932955, 0.1869280993938446, 0.26927834391593936, 0.33769229412078855, 0.2840049278736114, 0.3626044350862503, 0.47581023871898653, 0.49510264813899996, 0.10382547378540039, 0.37692696452140806, 0.13252458095550537, 0.14752792894840241, 0.12261572301387787, 0.053638112545013425, 0.23146171927452086, 0.5516703426837921, 0.15820366740226746, 0.45131565511226657, 0.07735420942306519, 0.33566426336765287, 0.12657604694366456, 0.1008358097076416, 0.25553425192832946, 0.15555218756198883, 0.15389172554016115, 0.19181973695755006, 0.14672488391399383, 0.39581782937049864, 0.11963743150234223, 0.07399603724479675, 0.1296726667881012, 0.07898517072200775, 0.23162945806980134, 0.543889679312706, 0.16697833001613616, 0.26565455257892606, 0.20478746831417083, 0.3977302187681198, 0.41397139251232146, 0.18627107560634612, 0.24951009094715118, 0.3115877324342728, 0.25901360630989073, 0.16236622750759125, 0.09097774684429169, 0.4624913102388382, 0.13067634046077728, 0.26236372337006686
meta-llama/Meta-Llama-3-70B-Instruct_quantized, 0.5614247953891754, 0.30973227620124816, 0.23146510004997253, 0.26908842504024505, 0.24957757890224458, 0.13639186441898346, 0.5157999318838119, 0.3896386963129044, 0.5585474580526352, 0.2641741019487381, 0.5137997430562973, 0.1898289716243744, 0.3127285873889923, 0.37886851966381074, 0.3126263642311096, 0.3880178093910217, 0.48499009788036346, 0.5246222233772277, 0.13613999307155608, 0.38529314517974855, 0.1836722457408905, 0.1817283809185028, 0.15071725308895112, 0.06480537056922912, 0.24592366456985473, 0.592085542678833, 0.2004319351911545, 0.48545619010925295, 0.07539489686489105, 0.3477801936864853, 0.14145931005477905, 0.10772641479969025, 0.29374693274497987, 0.17275304555892945, 0.1855334931612015, 0.19829868376255036, 0.15172238051891326, 0.42304007709026337, 0.1270831209421158, 0.11227167725563049, 0.13477191865444182, 0.09630951046943664, 0.24513299763202667, 0.6085474818944931, 0.16003023505210875, 0.27249785006046295, 0.2396924215555191, 0.4071037143468857, 0.41269990921020505, 0.22860439479351044, 0.2919751971960068, 0.3210510438680649, 0.2783548957109451, 0.18588326513767242, 0.08732425451278686, 0.4618932282924652, 0.157028671503067, 0.2832155698642397
meta-llama/Llama-2-7b-chat-hf, 0.7647890800237656, 0.7978601413965225, 0.7652637988328934, 0.6999914628267289, 0.7358305996656418, 0.7094843417406083, 0.7234577071666718, 0.7042825049161912, 0.7425242453813553, 0.7470617300271988, 0.7826894450187684, 0.6836050766706466, 0.7373220741748809, 0.7605163949728012, 0.7257277762889862, 0.8077927428483963, 0.6812995046377182, 0.817193346619606, 0.7508096545934677, 0.7980316942930221, 0.7163003450632095, 0.787338353395462, 0.7221464037895202, 0.7391485607624054, 0.7259159034490585, 0.8071732091903686, 0.764077912569046, 0.7581086504459381, 0.7360168671607972, 0.7564940083026886, 0.6325927966833115, 0.6816963881254197, 0.6817099356651306, 0.6703211778402328, 0.7344266438484192, 0.715894290804863, 0.7169539171457291, 0.688969589471817, 0.7807924515008926, 0.724222469329834, 0.6742710757255554, 0.6367086905241013, 0.7237377488613128, 0.7156499606370926, 0.7078795844316482, 0.7755816578865051, 0.748371290564537, 0.6790721589326858, 0.727741795182228, 0.6683848983049393, 0.8329489386081695, 0.7450210005044937, 0.8259474569559098, 0.7386516457796097, 0.7023767185211182, 0.7315679466724396, 0.657425662279129, 0.7327573934563419
meta-llama/Llama-2-7b-chat-hf_quantized, 0.7666554003953934, 0.7700179660320282, 0.7403375804424286, 0.6953923094272614, 0.7103094619512558, 0.7053038918972016, 0.7245739972591401, 0.7149130219221115, 0.7644685810804367, 0.7505783492326736, 0.763588085770607, 0.6913125360012055, 0.7427877515554429, 0.7558113646507263, 0.7117615550756454, 0.8024789446592331, 0.6850797384977341, 0.815062597990036, 0.7383551281690598, 0.8012212389707565, 0.7338709712028504, 0.8026820337772369, 0.7224169635772705, 0.7448064762353898, 0.6993070203065872, 0.7993123024702072, 0.7586178147792816, 0.7514589005708694, 0.731427828669548, 0.7499025106430054, 0.6555491149425506, 0.6943465948104859, 0.6930630540847779, 0.6704796779155732, 0.7486588299274445, 0.7019424080848694, 0.7180143398046493, 0.7032787364721298, 0.7473474842309952, 0.7201460927724839, 0.6740781021118164, 0.6517253947257996, 0.7304082775115966, 0.7167642116546631, 0.7102922379970551, 0.7760004538297653, 0.7422130513191223, 0.6883837193250656, 0.7335927546024322, 0.6705594062805176, 0.8380824702978135, 0.7401174062490463, 0.795285165309906, 0.7271427410840988, 0.7008386492729187, 0.7347954344749451, 0.6681223565340042, 0.7314919384006869
NEU-HAI/Llama-2-7b-alpaca-cleaned, 0.767760888338089, 0.7223994368314743, 0.7314433187246323, 0.6535754209756851, 0.7229244989156723, 0.6706550407409668, 0.7550226813554763, 0.6951159030199051, 0.7381482255458832, 0.7185874086618423, 0.7877305620908737, 0.6781579691171646, 0.7345111501216889, 0.76406036734581, 0.6347743117809296, 0.8053710967302322, 0.6896484869718552, 0.7996818441152572, 0.720351186990738, 0.7825272727012634, 0.7160596066713333, 0.758216243982315, 0.6738721972703934, 0.702959046959877, 0.6573323482275009, 0.8059293019771576, 0.7366506099700928, 0.7435999059677124, 0.675230358839035, 0.7696235620975495, 0.6393846243619918, 0.6856391984224319, 0.6647012716531754, 0.6087906986474991, 0.7037588953971863, 0.6839681959152222, 0.6971892416477203, 0.6819502508640289, 0.7222301888465882, 0.6533120059967041, 0.6586204570531845, 0.5798314535617828, 0.7079256337881088, 0.7084337204694748, 0.6624547630548477, 0.7512327736616135, 0.732571793794632, 0.6917891716957092, 0.7120195370912552, 0.6742052447795868, 0.795824089050293, 0.6982539933919907, 0.7872455811500549, 0.6678381866216659, 0.6487827277183533, 0.681445751786232, 0.6167489951848983, 0.7075099771692045
meta-llama/Meta-Llama-3-8B-Instruct, 0.7037971168756485, 0.4764730930328369, 0.498339449763298, 0.4330228185653687, 0.46952068388462065, 0.4409673374891281, 0.6549338966608047, 0.6482628017663956, 0.7091593611240387, 0.49674201786518096, 0.720290167927742, 0.41888613879680636, 0.5462679952383042, 0.6867503088712692, 0.5319843453168869, 0.6507835263013839, 0.6007691240310669, 0.6443382239341736, 0.41531107664108274, 0.6581292659044266, 0.537377523779869, 0.4544138920307159, 0.41574047327041624, 0.38764575362205506, 0.5618658787012101, 0.7509133553504944, 0.5434986817836761, 0.7514579957723617, 0.2607526981830597, 0.6720890814065933, 0.41919440269470215, 0.45359484434127806, 0.4538974088430405, 0.4106788718700409, 0.3818609398603439, 0.4845960861444473, 0.46096822440624236, 0.6479006242752076, 0.4209145444631577, 0.2760944992303848, 0.3737030762434006, 0.2896457314491272, 0.514488497376442, 0.7356094217300415, 0.47882136642932893, 0.51717689037323, 0.4450703752040863, 0.5928467339277268, 0.6261140710115433, 0.5125273883342742, 0.6075298500061035, 0.4686573553085327, 0.6247245335578918, 0.40836698055267334, 0.32525473535060884, 0.5306658571958542, 0.29734662294387815, 0.5175216494213071
meta-llama/Meta-Llama-3-8B-Instruct_quantized, 0.6925840532779693, 0.474980348944664, 0.5300339049100876, 0.4248107773065567, 0.49995648086071015, 0.4576671099662781, 0.6663053911924363, 0.6552922320365906, 0.7081280583143235, 0.5154010254144669, 0.7141553747653961, 0.3970769286155701, 0.590384665131569, 0.6888020920753479, 0.5054746359586716, 0.6751925021409988, 0.6009942781925202, 0.6558887314796448, 0.4267788577079773, 0.6426524657011032, 0.5341811650991439, 0.45370722591876983, 0.434599284529686, 0.39184651732444764, 0.5725551587343216, 0.766600775718689, 0.565995591878891, 0.747022762298584, 0.2612750405073166, 0.6951883459091186, 0.44993286848068237, 0.4891697108745575, 0.45172415018081663, 0.4149120318889618, 0.38813369035720824, 0.49973946273326875, 0.4621066755056381, 0.6367520391941071, 0.44236588418483735, 0.28443312883377075, 0.37273886024951935, 0.30001834213733675, 0.49269629776477813, 0.7420894885063172, 0.47775045096874236, 0.53278036236763, 0.46996477007865906, 0.6174154233932495, 0.636110411286354, 0.5473684370517731, 0.5987026083469391, 0.49750900208950044, 0.6878992086648941, 0.40212559700012207, 0.34006295800209047, 0.5194810557365418, 0.32579082012176513, 0.526759745928279
CorticalStack/mistral-7b-alpaca-sft, 0.7399882662296295, 0.6222476309537888, 0.6344644123315811, 0.630338362455368, 0.6459220767021179, 0.6067060577869415, 0.7229035425186158, 0.7065299385786057, 0.7367130517959595, 0.6320852625370026, 0.7260400122404098, 0.5580734819173813, 0.6896240347623825, 0.7128408700227737, 0.6934841603040696, 0.7386673331260681, 0.7093553376197815, 0.7216331833600997, 0.6143386536836624, 0.6894956052303314, 0.6378330451250076, 0.558421003818512, 0.5689834177494049, 0.5406732004880905, 0.6643275326490402, 0.7504465728998184, 0.6732875686883927, 0.7403341281414032, 0.5633343493938446, 0.7353905922174454, 0.5552090114355087, 0.5535823160409927, 0.6373160701990127, 0.6087538540363312, 0.5262556701898575, 0.6128030616044998, 0.5926153761148453, 0.7160444527864456, 0.584237590432167, 0.489444540143013, 0.6137867426872253, 0.5138360583782196, 0.6496173071861268, 0.7550987190008164, 0.5964841020107269, 0.6618011623620987, 0.617034946680069, 0.7046554636955261, 0.7295962995290757, 0.664625518321991, 0.684956909418106, 0.6039749944210052, 0.7095507776737213, 0.5504443293809891, 0.5351925045251846, 0.6686875599622727, 0.48384298861026764, 0.6418233510904146
dicta-il/dictalm2.0, 0.7687896835803986, 0.785920182466507, 0.794485228061676, 0.7181166118383407, 0.7644790285825729, 0.746044893860817, 0.7785503172874451, 0.7400301373004914, 0.7684818756580353, 0.7777547252178192, 0.7732913941144943, 0.7306976759433746, 0.7409502756595612, 0.7518087041378021, 0.7393106907606125, 0.8056295549869538, 0.7176131051778794, 0.7907628512382507, 0.7878063231706619, 0.7878226840496063, 0.741046712398529, 0.7859762156009674, 0.754325487613678, 0.7688866758346558, 0.7520486581325531, 0.791468721628189, 0.7576312637329101, 0.785492998957634, 0.7746529924869537, 0.7901081222295762, 0.7183875006437301, 0.7299414646625518, 0.705022646188736, 0.7199432080984116, 0.733068574666977, 0.7327004796266556, 0.7340370166301727, 0.7158272713422775, 0.7865550273656845, 0.7461539620161056, 0.7202113461494446, 0.69988853931427, 0.7380040830373764, 0.7249704867601394, 0.7467585688829422, 0.7641613471508026, 0.7629247343540192, 0.7190397185087204, 0.7410414117574692, 0.7525396484136582, 0.8171250414848328, 0.7599098610877991, 0.8103384125232697, 0.7473708909749984, 0.7270476055145264, 0.7221495634317399, 0.7035215973854065, 0.7534846280645905
microsoft/Phi-3.5-mini-instruct, 0.6307561969757081, 0.33999882340431214, 0.2841318207979202, 0.3138286620378494, 0.2904698157310486, 0.22226780414581299, 0.5124267780780792, 0.5326469904184341, 0.6719313442707062, 0.29873984575271606, 0.6003626161813735, 0.29940214931964876, 0.4061392319202423, 0.5279149627685547, 0.44006214022636414, 0.5148661035299301, 0.44040263652801515, 0.6362326234579087, 0.21795196533203126, 0.43423564672470094, 0.3464822208881378, 0.2131238842010498, 0.22749117612838746, 0.18003677785396577, 0.3610200148820877, 0.7042472952604294, 0.20066110134124757, 0.5336154955625534, 0.14607909500598906, 0.4363545471429825, 0.17589647591114044, 0.20462178111076354, 0.40691146075725554, 0.31549682319164274, 0.2620436829328537, 0.24672508239746094, 0.2404148906469345, 0.5133367431163788, 0.21714725971221924, 0.20115699529647826, 0.3064636772871017, 0.21039238810539246, 0.34073265850543977, 0.5672927320003509, 0.2830042743682861, 0.3721427518129349, 0.34812668442726136, 0.5062393683195114, 0.5195468753576279, 0.320593421459198, 0.39893915712833405, 0.3786278957128525, 0.2871704804897308, 0.2072380828857422, 0.19062316834926604, 0.48803164541721344, 0.2967556148767471, 0.36437810241130353
microsoft/Phi-3.5-mini-instruct_quantized, 0.6020662260055542, 0.40242578148841857, 0.32768710553646085, 0.33979319214820863, 0.3292469608783722, 0.29666355550289153, 0.5442735809087753, 0.585695658326149, 0.6606255459785462, 0.3380087774991989, 0.6050295871496201, 0.329892743229866, 0.43413935899734496, 0.5550411349534988, 0.49771911799907687, 0.5185030782222748, 0.5017110431194305, 0.6548710036277771, 0.2267601376771927, 0.46346250832080843, 0.3710009926557541, 0.22630806803703307, 0.2446240907907486, 0.18613751649856566, 0.4029906511306763, 0.7153980696201324, 0.2416390895843506, 0.601429374217987, 0.17704349935054778, 0.4973332101106644, 0.22962062060832977, 0.22530982196331023, 0.4197480380535126, 0.37632696211338046, 0.28735647797584535, 0.27929563999176027, 0.28879069089889525, 0.5342671650648118, 0.2108244514465332, 0.2104537582397461, 0.3360744905471802, 0.23952999472618103, 0.36111741065979003, 0.6196658492088318, 0.3517148047685623, 0.3817721319198608, 0.357649490237236, 0.5190906202793122, 0.5382499378919602, 0.3744570791721344, 0.4264300674200058, 0.3795095485448837, 0.3443964850902557, 0.22622293055057527, 0.2467326021194458, 0.5049418526887893, 0.30308306753635406, 0.39386232718041075
microsoft/Phi-3.5-MoE-instruct, 0.49840703964233396, 0.23040500283241272, 0.1828729498386383, 0.21842877209186554, 0.2386505299806595, 0.1393882578611374, 0.47417644917964935, 0.3952476304769516, 0.5462245827913285, 0.19898426413536072, 0.522357816696167, 0.21568980753421785, 0.2698511075973511, 0.40089208364486695, 0.3199667400121689, 0.39263287544250486, 0.3296532452106476, 0.5516773194074631, 0.09339806616306305, 0.27894008219242095, 0.18505843341350556, 0.1441992050409317, 0.10340578734874725, 0.031039711236953735, 0.25253463089466094, 0.5610487830638885, 0.131962109208107, 0.4025522667169571, 0.07725325107574463, 0.263706294298172, 0.10295738101005554, 0.11562094628810883, 0.30240662217140196, 0.17815170288085938, 0.15688881278038025, 0.18460473895072937, 0.1796051037311554, 0.4180415439605713, 0.1534448742866516, 0.12694604337215423, 0.1392772102355957, 0.14180900335311888, 0.24810557723045348, 0.4424849313497543, 0.25433806955814364, 0.28751530170440676, 0.22891789495944978, 0.3810300314426422, 0.4206868678331375, 0.19113122045993805, 0.21241712510585786, 0.22423637986183168, 0.265042821764946, 0.14043210208415985, 0.11843630492687225, 0.47334953904151916, 0.1645566689968109, 0.2614568406029752
microsoft/Phi-3.5-MoE-instruct_quantized, 0.5379190289974213, 0.21291664361953735, 0.1886715853214264, 0.25200499951839445, 0.23405350983142853, 0.15348550736904143, 0.48819741427898405, 0.38207135915756224, 0.5748498153686523, 0.22277672290802003, 0.5348541098833084, 0.21753474414348603, 0.26603020429611207, 0.41003865003585815, 0.3673234784603119, 0.4007498252391815, 0.35936736047267914, 0.5728517854213715, 0.0940401315689087, 0.3386377555131912, 0.14686059296131135, 0.1642744082212448, 0.12678173661231995, 0.05232746958732605, 0.25932238876819613, 0.5728028297424317, 0.11019041001796723, 0.4052619981765747, 0.1163715374469757, 0.26676875054836274, 0.0908623719215393, 0.13946073591709138, 0.31413116931915286, 0.1808108162879944, 0.13704886198043822, 0.18808277189731598, 0.18675078928470612, 0.4170050728321075, 0.16464264929294586, 0.11403131604194641, 0.16849397242069244, 0.1586163794994354, 0.26345923483371736, 0.4314610856771469, 0.25575857639312743, 0.2649850261211395, 0.24742722749710083, 0.39141464591026304, 0.42025110483169553, 0.18462073802947998, 0.24782217860221864, 0.25828906178474426, 0.2817768007516861, 0.14810558080673217, 0.13509286880493165, 0.4685059279203415, 0.17756810188293456, 0.2713300319303546
google/gemma-1.1-2b-it, 0.7304562437534332, 0.6959685778617859, 0.7824139392375946, 0.6284998691082001, 0.7355071491003037, 0.7116406756639481, 0.7502664625644684, 0.679003786444664, 0.7344758540391922, 0.7469300705194474, 0.807031501531601, 0.6509720313549042, 0.6949520391225815, 0.7665737038850784, 0.5337908869981766, 0.806635535955429, 0.721154471039772, 0.7928528785705566, 0.7126598274707794, 0.7199249523878097, 0.6302151441574096, 0.7135385888814926, 0.6856171429157257, 0.7494250953197479, 0.7082437527179718, 0.7898351132869721, 0.7499267929792404, 0.7483611238002777, 0.6845834243297577, 0.7809328806400299, 0.6465531986951828, 0.628429661989212, 0.6004534441232682, 0.5872569823265076, 0.6200690311193466, 0.6618657273054123, 0.7205263030529022, 0.644262945652008, 0.7251430869102478, 0.5339204770326614, 0.6699883037805557, 0.5846438860893249, 0.6322556501626968, 0.6999578404426575, 0.5704653507471085, 0.7479613453149796, 0.7149442183971405, 0.7001738613843917, 0.6378774803876877, 0.7600396662950516, 0.8305289655923843, 0.7048709720373154, 0.5943380510807037, 0.5903599417209625, 0.5760795146226882, 0.6239795488119125, 0.6438307398557663, 0.6893537843959374
google/gemma-1.1-2b-it_quantized, 0.7527440500259399, 0.7345513272285461, 0.7768072426319123, 0.671864801645279, 0.7416389000415802, 0.7252697557210922, 0.7614466565847396, 0.7104064697027206, 0.7616088420152665, 0.7753542518615723, 0.8036172485351563, 0.6678334683179855, 0.7012767279148102, 0.7793460351228714, 0.5748156183958053, 0.8108995497226715, 0.6831744611263275, 0.7980675631761551, 0.7537182950973511, 0.7269594621658325, 0.6405480384826661, 0.7521457701921463, 0.7200075548887253, 0.7871641010046005, 0.7324172270298004, 0.8117932862043381, 0.7643613255023957, 0.7768387025594712, 0.7237666046619415, 0.8072717517614365, 0.675430389046669, 0.6313801437616349, 0.6268093156814575, 0.6109070444107055, 0.6572478878498077, 0.6723848700523376, 0.7299146276712417, 0.650007227063179, 0.7368850517272949, 0.5997161769866943, 0.6632276123762131, 0.6161147767305374, 0.6561785882711411, 0.7000000411272049, 0.595920849442482, 0.7300517290830613, 0.732555959224701, 0.6998037958145141, 0.60726877450943, 0.7615945845842361, 0.8400536018610001, 0.718731015920639, 0.6381976705789566, 0.6015036767721176, 0.5898836714029312, 0.625031590461731, 0.640096156001091, 0.7058703845216515
google/gemma-1.1-7b-it, 0.7073299932479858, 0.49643523156642916, 0.40011961162090304, 0.37899439394474027, 0.48002008974552157, 0.362646626830101, 0.5947763627767563, 0.5316533744335175, 0.6086383348703385, 0.42785024344921113, 0.6256666445732116, 0.3320272475481033, 0.4899661737680435, 0.6698710358142853, 0.44720952928066254, 0.5587053346633911, 0.5596726888418198, 0.6446246498823166, 0.2704448425769806, 0.5529984945058822, 0.356750077009201, 0.3180615866184235, 0.2736280596256256, 0.20330783009529113, 0.40739942908287047, 0.568252511024475, 0.3995670390129089, 0.7328019320964814, 0.21202442467212676, 0.4568826788663864, 0.28939167320728304, 0.3113193553686142, 0.3751309305429459, 0.3564789032936096, 0.26548211693763735, 0.3262583494186401, 0.3204306507110596, 0.5849624407291413, 0.3006394135951996, 0.19609234631061553, 0.3977491253614426, 0.2629644376039505, 0.4080804294347763, 0.6987457710504532, 0.3906182551383972, 0.4676061022281647, 0.4462510895729065, 0.5467282670736313, 0.6070758157968521, 0.5188048416376114, 0.5559658730030059, 0.36787369072437287, 0.41141303181648253, 0.2806267601251602, 0.2595068353414536, 0.5030715149641037, 0.3082584273815155, 0.43554127930549164
google/gemma-1.1-7b-it_quantized, 0.7153580284118652, 0.4964121401309967, 0.44389303147792813, 0.3868402403593063, 0.5074540555477143, 0.3551511549949646, 0.6006552612781525, 0.5441856437921524, 0.612811536192894, 0.4630070066452026, 0.6740937566757202, 0.34111625850200655, 0.4792158156633377, 0.684014899134636, 0.4602255892753601, 0.5642690634727479, 0.5543006551265717, 0.6357787704467773, 0.3208517473936081, 0.5601912170648575, 0.37883775413036347, 0.35213886499404906, 0.2823382818698883, 0.2074873447418213, 0.40485710322856905, 0.6005849558115005, 0.45964821100234987, 0.7533935916423797, 0.2239937573671341, 0.48987614989280703, 0.37259451270103455, 0.3361250311136246, 0.3825500750541687, 0.3713244342803955, 0.27321414172649383, 0.3731339865922928, 0.3564808177947998, 0.583759109377861, 0.3194391679763794, 0.19358640611171724, 0.4223304325342178, 0.2712548542022705, 0.416406067609787, 0.6944270956516266, 0.4183297663927078, 0.4705776846408844, 0.44157574117183684, 0.5870456039905548, 0.6110156697034835, 0.5429864364862442, 0.599609380364418, 0.3961031985282898, 0.4250869405269623, 0.29288698196411134, 0.2553850424289703, 0.5049415838718414, 0.3050062680244446, 0.45210804065068566
